date,temperature,pH,O2,NTU,uS
2020-01-24 04,12.4,7.62,9.32,5.4,210.5
2020-01-24 05,12.2,7.63,10.6,6,210.7
2020-01-24 06,12.3,7.64,11,5.8,210.4
2020-01-24 07,12.3,7.64,11.18,5.7,210.2
2020-01-24 08,12.4,7.63,9.41,5.4,209.9
2020-01-24 09,12.2,7.63,10.93,6,210.5
2020-01-24 10,12.4,7.64,10.85,5.9,210.1
2020-01-24 11,12.4,7.64,11.21,6.3,210.2
2020-01-24 12,12.5,7.62,9.35,5,209.7
2020-01-24 13,12.3,7.63,10.55,5.9,210
2020-01-24 14,12.4,7.64,10.93,5.6,209.6
2020-01-24 15,12.4,7.64,10.84,5.7,209.4
2020-01-24 16,12.5,7.63,9.38,5.4,209.2
2020-01-24 17,12.3,7.63,10.63,5.7,209.6
2020-01-24 18,12.4,7.64,10.99,5.7,209.2
2020-01-24 19,12.3,7.64,11.26,6.5,209
2020-01-24 20,12.4,7.63,9.4,5.5,208.9
2020-01-24 21,12.2,7.63,10.77,5.8,209.2
2020-01-24 22,12.3,7.64,10.95,5.8,209.2
2020-01-24 23,12.3,7.64,11.06,5.8,209.2
2020-01-25 00,12.4,7.62,9.61,5.4,208.5
2020-01-25 01,12.2,7.61,10.95,6.4,208.8
2020-01-25 02,12.3,7.63,11.35,6.6,208.7
2020-01-25 03,12.3,7.64,11.09,6.5,208.7
2020-01-25 04,12.4,7.62,9.57,5.9,208.3
2020-01-25 05,12.2,7.63,10.69,5.9,208.9
2020-01-25 06,12.2,7.65,10.94,5.7,208.7
2020-01-25 07,12.3,7.65,11.05,5.9,208.2
2020-01-25 08,12.3,7.63,9.55,5.2,207.7
2020-01-25 09,12.1,7.63,10.67,5.9,208.4
2020-01-25 10,12.3,7.64,10.98,5.7,208
2020-01-25 11,12.3,7.64,10.98,5.6,207.8
2020-01-25 12,12.4,7.63,9.58,5.4,207.4
2020-01-25 13,12.2,7.64,10.54,6,207.9
2020-01-25 14,12.3,7.64,11.01,6,207.8
2020-01-25 15,11.7,7.92,13.53,10.7,182.9
2020-01-25 16,11,7.99,13.69,7.5,181.6
2020-01-25 17,10.8,8,14.16,8.1,181.8
2020-01-25 18,11.2,7.98,14.05,7.7,182.9
2020-01-25 19,11.2,7.95,13.85,8.4,184.2
2020-01-25 20,11.1,7.92,13.26,7.3,185.1
2020-01-25 21,10.9,7.92,13.52,7.5,186
2020-01-25 22,11.2,7.91,13.52,7.4,185.8
2020-01-25 23,11.3,7.9,13.4,7.9,186.3
2020-01-26 00,11.1,7.9,12.77,6.4,186.4
2020-01-26 01,11,7.88,13.61,8,186.7
2020-01-26 02,11.1,7.99,13.98,8.3,183.8
2020-01-26 03,10.9,8.01,14.17,8.5,183.6
2020-01-26 04,10.7,8.01,13.87,7.5,184
2020-01-26 05,10.5,7.98,14.39,8.4,184
2020-01-26 06,10.8,8.01,14.18,8.6,183.9
2020-01-26 07,10.8,8,14.04,8,184.1
2020-01-26 08,10.7,7.99,13.83,7.2,184
2020-01-26 09,10.6,7.98,14.23,8.5,184.1
2020-01-26 10,11,7.99,13.86,8.3,184.2
2020-01-26 11,11,7.98,13.89,7.8,184.4
2020-01-26 12,10.8,7.98,13.62,7,184.3
2020-01-26 13,10.7,7.96,13.83,7.5,184.7
2020-01-26 14,11.1,7.97,13.64,7.5,184.5
2020-01-26 15,11.1,7.97,13.85,7.7,184.4
2020-01-26 16,10.9,7.95,13.52,6.4,184.5
2020-01-26 17,10.7,8.02,14.09,7.7,182.5
2020-01-26 18,11.1,8.06,14.18,7.9,182
2020-01-26 19,11,8.07,14.19,8.1,182.3
2020-01-26 20,10.7,8.03,14.22,10.5,183.2
2020-01-26 21,10.6,8.03,14.52,9.1,181.7
2020-01-26 22,10.9,8.06,14.14,8.4,182.1
2020-01-26 23,10.9,8.06,14.35,8.3,182.2
2020-01-27 00,10.6,8.03,13.92,6.6,182.6
2020-01-27 01,10.5,8.02,14.38,8.9,183
2020-01-27 02,10.8,8.02,14.14,8.5,182.4
2020-01-27 03,10.8,8.03,14.38,9,182.5
2020-01-27 04,10.5,8.03,13.88,6.6,182.5
2020-01-27 05,10.3,8.01,14.31,8.1,182.7
2020-01-27 06,10.7,8.02,14.27,7.5,182.6
2020-01-27 07,10.7,8,14.48,8.4,183.4
2020-01-27 08,10.5,7.99,13.75,6.6,183.1
2020-01-27 09,10.4,8.01,14.5,8.2,182.7
2020-01-27 10,10.7,8.03,14.41,7.9,182.7
2020-01-27 11,10.8,8.02,14.24,8,182.5
2020-01-27 12,10.5,8.01,13.6,6.8,182.8
2020-01-27 13,10.6,7.99,14.08,7.4,182.9
2020-01-27 14,11,8,14.16,7.9,182.7
2020-01-27 15,10.9,8,14.16,7.9,182.6
2020-01-27 16,10.6,7.99,13.77,6.8,183
2020-01-27 17,10.4,7.97,14.1,7.3,183
2020-01-27 18,10.7,7.98,14.22,7.3,183.1
2020-01-27 19,10.7,7.98,14.24,7.3,182.9
2020-01-27 20,10.5,7.97,13.71,6.3,183
2020-01-27 21,10.4,8.04,14.66,8.2,183.2
2020-01-27 22,10.7,8.1,14.21,7.5,182.8
2020-01-27 23,10.7,8.09,14.5,7.9,182.6
2020-01-28 00,10.5,8.07,14.14,6.4,183
2020-01-28 01,10.4,8.06,14.29,7.7,183.3
2020-01-28 02,10.7,8.06,14.24,7.5,183.2
2020-01-28 03,10.7,8.04,14.1,7.1,183.1
2020-01-28 04,10.5,8.03,13.97,6.3,183.1
2020-01-28 05,10.4,8.01,14.09,7,183.3
2020-01-28 06,10.6,8.02,14.02,7.1,183.1
2020-01-28 07,10.6,8.01,14.31,7.2,183.3
2020-01-28 08,10.5,8,13.61,5.9,183.3
2020-01-28 09,10.4,7.99,14,6.4,183.4
2020-01-28 10,10.7,7.99,14.28,6.7,183.3
2020-01-28 11,10.7,7.99,14.14,6.8,183.2
2020-01-28 12,10.6,7.98,13.52,6,183.1
2020-01-28 13,10.5,7.97,14,6.4,183.5
2020-01-28 14,10.8,7.98,14.08,6.5,183.4
2020-01-28 15,10.8,7.98,13.77,5.8,183.1
2020-01-28 16,10.6,7.96,13.43,5.3,183.2
2020-01-28 17,10.5,7.95,14.12,6.5,183.3
2020-01-28 18,10.8,7.96,14.07,6.4,183.3
2020-01-28 19,10.8,7.95,14.01,6.4,183.2
2020-01-28 20,10.6,7.95,13.55,5.4,183.4
2020-01-28 21,10.4,7.93,13.93,6.2,183.5
2020-01-28 22,10.7,7.95,14.02,6.4,183.5
2020-01-28 23,10.7,7.94,13.8,6.2,183.4
2020-01-29 00,10.6,7.93,13.27,5.5,183.2
2020-01-29 01,10.4,7.92,13.88,6.3,183.7
2020-01-29 02,10.6,7.93,13.83,5.7,183.5
2020-01-29 03,10.6,7.93,13.85,5.9,183.4
2020-01-29 04,10.5,7.92,13.24,5.4,183.3
2020-01-29 05,10.4,7.91,13.74,5.7,183.5
2020-01-29 06,10.5,7.92,13.83,5.7,183.4
2020-01-29 07,10.5,7.92,13.88,5.6,183.6
2020-01-29 08,10.5,7.9,13.35,5.2,183.1
2020-01-29 09,10.4,7.9,13.66,5.7,183.6
2020-01-29 10,10.8,7.91,13.59,5.7,183.4
2020-01-29 11,10.9,7.91,13.75,6,183.3
2020-01-29 12,10.8,7.91,13.03,5.4,183.3
2020-01-29 13,10.7,7.9,13.75,6.3,183.4
2020-01-29 14,11.1,7.89,13.38,5.5,183.2
2020-01-29 15,11.2,7.91,13.39,5.5,182.9
2020-01-29 16,10.8,7.91,13.21,5.5,183.5
2020-01-29 17,10.7,7.88,13.46,5.7,183.4
2020-01-29 18,11,7.9,13.71,6.1,183.4
2020-01-29 19,11,7.89,13.76,5.9,183.4
2020-01-29 20,10.7,7.89,12.95,4.9,183.4
2020-01-29 21,10.6,7.88,13.54,5.5,183.6
2020-01-29 22,10.9,7.89,13.51,5.7,183.2
2020-01-29 23,10.8,7.89,13.52,5.6,183.2
2020-01-30 00,10.7,7.88,13.14,5.2,183.3
2020-01-30 01,10.5,7.87,13.76,5.8,183.7
2020-01-30 02,10.8,7.88,13.75,5.9,183.6
2020-01-30 03,10.8,7.88,13.74,5.7,183.6
2020-01-30 04,10.7,7.88,12.85,5.3,183.5
2020-01-30 05,10.5,7.86,13.59,5.6,183.8
2020-01-30 06,10.7,7.87,13.57,5.7,183.7
2020-01-30 07,10.7,7.87,13.81,6.3,183.6
2020-01-30 08,10.7,7.87,12.98,5.3,183.5
2020-01-30 09,10.6,7.86,13.39,5.4,183.6
2020-01-30 10,11,7.85,13.57,6,183.5
2020-01-30 11,11,7.86,13.38,5.5,183.5
2020-01-30 12,10.9,7.87,12.71,5.1,183.5
2020-01-30 13,10.9,7.85,13.75,5.5,183.5
2020-01-30 14,11,7.86,13.72,5.4,183.1
2020-01-30 15,11,7.86,13.9,5.6,183.3
2020-01-30 16,10.70777792,7.83301156,13.98260564,8.361598655,181.2576447
2020-01-30 17,10.5,7.82,13.84071547,9.4,180.5
2020-01-30 19,10.7,7.85,13.35,5.6,183.7
2020-01-30 20,10.8,7.85,12.71,5.3,183.5
2020-01-30 21,10.7,7.85,12.98,5.2,183.6
2020-01-30 22,11,7.86,12.96,5.2,183.6
2020-01-30 23,11,7.86,13.1,5.4,183.5
2020-01-31 00,10.8,7.85,12.68,5.3,183.5
2020-01-31 01,10.6,7.84,13.3,5.2,183.7
2020-01-31 02,10.8,7.84,13.03,5.2,183.8
2020-01-31 03,10.7,7.85,13.54,5.4,183.9
2020-01-31 04,10.7,7.84,12.63,5.2,183.6
2020-01-31 05,10.5,7.83,12.96,5.3,184.1
2020-01-31 06,10.6,7.84,13.38,5.5,184
2020-01-31 07,10.6,7.85,13.46,5.4,184
2020-01-31 08,10.7,7.83,12.4,5.2,183.8
2020-01-31 09,10.6,7.83,12.84,5.2,184
2020-01-31 10,10.8,7.84,13.07,5.3,183.7
2020-01-31 11,10.9,7.84,13.54,5.8,183.7
2020-01-31 12,10.9,7.83,12.35,5,183.7
2020-01-31 13,10.9,7.83,12.86,5.3,183.8
2020-01-31 14,11.1,7.84,13.19,5.9,183.7
2020-01-31 15,11.2,7.84,12.69,5.3,183.6
2020-01-31 16,11.5,7.77,13.34,4.4,183.7296971
2020-01-31 17,10.8,7.83,12.99,5,183.8
2020-01-31 18,10.9,7.83,13.27,5.7,183.6
2020-01-31 19,11,7.84,13.22,5.5,183.7
2020-01-31 20,10.9,7.83,12.46,5.3,183.7
2020-01-31 21,10.7,7.82,13.15,5.6,183.7
2020-01-31 22,10.8,7.84,13.2,5.3,183.8
2020-01-31 23,10.8,7.83,12.83,5.2,183.9
2020-02-01 00,10.8,7.82,12.35,5.3,183.8
2020-02-01 01,10.6,7.82,12.76,5.2,183.9
2020-02-01 02,10.6,7.82,13.37,5.3,184.1
2020-02-01 03,10.5,7.83,13.37,5.3,184.2
2020-02-01 04,10.8,7.82,12.1,4.9,183.8
2020-02-01 05,10.5,7.81,12.95,5.4,184.2
2020-02-01 06,10.4,7.82,13.46,5.5,184.6
2020-02-01 07,10.4,7.82,13.3,5.5,184.5
2020-02-01 08,10.7,7.81,12.17,4.8,184
2020-02-01 09,10.7,7.8,13.07,5.5,184.1
2020-02-01 10,10.7,7.81,13.02,5.2,184.1
2020-02-01 11,10.8,7.82,13.03,4.9,184
2020-02-01 12,11,7.81,12.13,5.3,183.9
2020-02-01 13,11,7.8,12.92,5.5,183.8
2020-02-01 14,11.2,7.81,13,5.7,183.8
2020-02-01 15,11.3,7.82,12.96,6.1,183.6
2020-02-01 16,11.1,7.82,12.18,5.6,183.8
2020-02-01 17,11,7.81,12.9,5.6,184
2020-02-01 18,11.2,7.82,13.04,5.8,183.9
2020-02-01 19,11.2,7.83,13.03,5.6,184
2020-02-01 20,11,7.82,12.24,4.9,183.8
2020-02-01 21,10.9,7.81,13.02,5.3,184.1
2020-02-01 22,11,7.81,13.39,5.6,184
2020-02-01 23,11,7.83,13.44,5.6,183.9
2020-02-02 00,11,7.82,12.16,5,183.8
2020-02-02 01,10.8,7.8,13.12,5.2,184.1
2020-02-02 02,10.9,7.81,13.43,5.7,184.2
2020-02-02 03,10.9,7.81,13.37,5.7,184.1
2020-02-02 04,11,7.81,12.07,5.2,184.1
2020-02-02 05,10.8,7.79,12.86,5.7,184.1
2020-02-02 06,10.9,7.81,13.24,5.5,184
2020-02-02 07,10.9,7.81,12.89,5.5,184.2
2020-02-02 08,11.1,7.8,11.91,5.4,183.9
2020-02-02 09,11,7.8,12.43,5.2,184
2020-02-02 10,11.2,7.81,12.75,5.4,183.9
2020-02-02 11,11.3,7.81,13.06,5.9,183.9
2020-02-02 12,11.2,7.81,11.7,4.7,183.8
2020-02-02 13,11.3,7.8,12.52,5.6,183.8
2020-02-02 14,11.6,7.81,12.51,5.7,183.5
2020-02-02 15,11.6,7.82,12.62,5.8,183.7
2020-02-02 16,11.3,7.81,11.66,4.8,183.8
2020-02-02 17,11.3,7.8,12.58,5.5,183.9
2020-02-02 18,11.6,7.81,12.81,5.8,183.6
2020-02-02 19,11.5,7.81,12.81,5.7,183.7
2020-02-02 20,11.3,7.8,11.85,5.1,183.7
2020-02-02 21,11.2,7.8,12.6,5.6,183.8
2020-02-05 13,12.4,7.77,12.52,7.3,184.1
2020-02-05 14,12.3,7.8,12.14,6.2,184.2
2020-02-05 15,12.1,7.79,12.5,6.7,184.5
2020-02-05 16,11.5,7.79,11.26,5.4,184.7
2020-02-05 17,11.4,7.79,12.11,5.7,184.8
2020-02-05 18,11.5,7.8,12.04,5.3,184.7
2020-02-05 19,11.4,7.8,12.82,6.1,184.8
2020-02-05 20,11.4,7.8,11.15,5.1,184.7
2020-02-05 21,11.2,7.79,12.36,6.2,185
2020-02-05 22,11.2,7.8,12.63,5.6,184.9
2020-02-05 23,11.1,7.8,12.95,6,185.2
2020-02-06 00,11.4,7.78,11.22,5,184.8
2020-02-06 01,11.1,7.77,12.01,5.5,185.1
2020-02-06 02,11.2,7.8,12.67,5.4,185.1
2020-02-06 03,11.1,7.79,12.84,6.3,185.2
2020-02-06 04,11.4,7.79,11.17,5.3,184.8
2020-02-06 05,11.1,7.79,12.23,5.7,185.1
2020-02-06 06,11,7.79,13.11924384,5.6,185.2
2020-02-06 07,11,7.79,12.64,5.7,185.1
2020-02-06 08,11.3,7.79,10.99,5,184.9
2020-02-06 09,11.1,7.79,12.01,5.6,185.1
2020-02-06 10,10.9,7.8,12.71,5.3,185.1
2020-02-06 11,11.2,7.78,14.14,12,184.4
2020-02-06 12,11.3,7.81,12.72,7.8,184.6
2020-02-06 13,11.1,7.81,13.21,9.6,185
2020-02-06 14,11.3,7.79,11.76,6,184.7
2020-02-06 15,11.4,7.79,11.91,6.4,184.8
2020-02-06 16,11.3,7.79,11.13,6.1,184.8
2020-02-06 17,11.1,7.79,12.65,7.9,185
2020-02-06 18,11.1,7.79,12.55,6.5,185
2020-02-06 19,11,7.79,12.14,6,184.9
2020-02-06 20,11.3,7.79,11.23,6.3,184.7
2020-02-06 21,10.9,7.79,11.97,6.3,185
2020-02-06 22,10.9,7.8,12.66,6.9,185.2
2020-02-06 23,10.9,7.8,12.51,6.5,185.1
2020-02-07 00,11.3,7.86,11.84,12.8,183
2020-02-07 01,10.5,8.11,14.27,12,182.2
2020-02-07 02,10.3,8.08,14.77,11.2,182.7
2020-02-07 03,10.4,8.06,14.37,10.5,183.3
2020-02-07 04,10.6,8.05,13.3,9.2,183.3
2020-02-07 05,10.4,8.03,14,10.5,183.6
2020-02-07 06,10.4,8.02,14.05,11.2,183.8
2020-02-07 07,10.5,8.01,14.03,11,183.7
2020-02-07 08,10.7,8.01,13.1,10,183.5
2020-02-07 09,10.5,8,14,11,183.8
2020-02-07 10,10.6,8,14.02,11.1,183.8
2020-02-07 12,10.8,8,13.28,9.8,183.4
2020-02-07 13,10.7,7.98,13.96,11.2,183.7
2020-02-07 14,10.8,7.99,13.73,9.7,183.6
2020-02-07 15,10.8,7.99,14.04,9.9,183.5
2020-02-07 16,10.8,7.98,13.17,9.2,183.6
2020-02-07 17,10.6,7.97,13.81,9.3,183.6
2020-02-07 18,10.8,7.97,13.52,9.2,183.5
2020-02-07 19,10.9,7.96,13.65,9.5,183.5
2020-02-07 20,10.8,7.97,14.41,10.5,183.5
2020-02-07 21,10.8,7.96,13.85,9.3,183.4
2020-02-07 22,10.8,7.97,13.97,9.4,183.5
2020-02-07 23,10.9,7.97,13.95,9.4,183.6
2020-02-08 00,10.9,7.97,12.84,8.4,183.5
2020-02-08 01,10.7,7.95,13.52,9,183.6
2020-02-08 02,10.9,7.96,13.91,8.9,183.5
2020-02-08 04,11,7.94,12.75,7.4,183.1
2020-02-08 05,11,7.96,13.49,8.8,183.5
2020-02-08 06,10.9,7.96,13.71,8.8,183.5
2020-02-08 07,10.9,7.95,13.87,8.9,183.5
2020-02-08 08,11,7.94,12.88,7.5,183.2
2020-02-08 09,11.1,7.95,13.39,8.4,183.4
2020-02-08 10,10.9,7.95,13.66,8.5,183.4
2020-02-08 11,10.9,7.92,13.42,7.9,183.1
2020-02-08 12,11,7.93,12.6,7.2,183.1
2020-02-08 13,10.9,7.93,13.21,7.4,183.2
2020-02-08 14,11,7.92,13.37,7.9,183.2
2020-02-08 15,11.1,7.92,13.29,7.9,183.1
2020-02-08 16,11,7.93,12.77,7.5,183
2020-02-08 17,11,7.92,13.32,7.4,183.1
2020-02-08 18,11,7.92,13.35,7.9,183.1
2020-02-08 19,11.1,7.92,13.36,7.7,183.1
2020-02-08 20,11,7.92,12.64,7.2,183.1
2020-02-08 21,11,7.92,13.14,7.3,183.2
2020-02-08 22,11,7.93,13.04,9.8,183.1
2020-02-08 23,11.1,7.92,13.13,7.2,183
2020-02-09 00,11,7.91,12.53,7.2,183
2020-02-09 01,10.9,7.91,12.68,10.5,182.7
2020-02-09 02,10.9,7.91,13.68,8.8,183.2
2020-02-09 03,11,7.91,13.35,7.8,183.1
2020-02-09 04,11,7.91,13.19,7.3,183
2020-02-09 05,11,7.91,13.6,7.3,183.1
2020-02-09 06,10.8,7.91,13.66,7.6,183.2
2020-02-09 07,10.8,7.92,13.41,7.4,183.2
2020-02-09 08,11,7.92,12.58,7.1,183.1
2020-02-09 09,10.9,7.91,13.3,7.9,183.2
2020-02-09 10,11.1,7.9,13.7,7.6,183
2020-02-09 11,11.3,7.91,13.29,7.4,183
2020-02-09 12,11.3,7.91,12.43,6.9,183
2020-02-09 13,11.6,7.91,12.9,7.8,182.8
2020-02-09 14,11.9,7.92,13.01,7.6,182.6
2020-02-09 15,11.8,7.91,13.26,7.7,182.7
2020-02-09 16,11.3,7.92,12.41,6.8,182.9
2020-02-09 17,11.2,7.92,13.26,7.4,182.9
2020-02-09 18,11.4,7.93,13.44,7.6,182.8
2020-02-09 19,11.3,7.91,13.16,7.6,182.9
2020-02-09 20,11.2,7.91,12.57,7,182.9
2020-02-09 21,11,7.91,12.93,7.1,183
2020-02-09 22,11.3,7.91,13.26,7.3,182.9
2020-02-09 23,11.2,7.92,13.05,7.2,183
2020-02-10 00,11.2,7.91,12.32,7.1,182.9
2020-02-10 01,10.9,7.9,13.22,7.4,183.1
2020-02-10 02,11,7.9,13.37,7.2,183
2020-02-10 03,11,7.92,13.39,7.4,183.2
2020-02-10 04,11.1,7.9,12.28,6.6,183
2020-02-10 05,10.8,7.89,13.43,7.4,182.8536092
2020-02-10 06,10.8,7.9,13.21,6.9,183.3
2020-02-10 07,10.8,7.91,13.47,7.1,183.3
2020-02-10 08,12.3,7.83,13.35203182,17.5,183
2020-02-10 09,11.2,7.9,13.17,7.4,183.1
2020-02-10 10,11.8,7.89,13.36,11.1,1.1
2020-02-10 11,11.6,7.88,13.11,7.9,183.1
2020-02-10 12,11.6,7.9,11.82,7.4,183.1
2020-02-10 13,11.5,7.88,12.93,8,183.1
2020-02-10 14,11.8,7.9,12.82,8.1,183
2020-02-10 15,11.8,7.89,12.82,8.1,183.1
2020-02-10 16,11.4,7.89,12.08,7.9,183.2
2020-02-10 17,11.4,7.88,12.55,8.1,183.2
2020-02-10 18,11.6,7.9,12.67,7.9,183.1
2020-02-10 19,11.6,7.9,12.7,7.9,183.1
2020-02-10 20,11.4,7.89,12.11,8,183.2
2020-02-10 21,11.4,7.88,12.78,8.4,183.2
2020-02-10 22,11.6,7.89,12.85,8.6,183.2
2020-02-10 23,11.6,7.89,12.65,8.2,183.1
2020-02-11 00,11.4,7.88,11.86,7.9,183.2
2020-02-11 01,11.3,7.88,12.8,8.4,183.8657254
2020-02-11 02,11.6,7.9,12.68,8.2,183.3
2020-02-11 03,11.6,7.88,12.86,8.1,183.2
2020-02-11 04,11.4,7.87,11.77,8,183.3
2020-02-11 05,11.3,7.87,12.71,8.4,57.83792127
2020-02-11 06,12.3,7.88,13.01,4.8,8.5
2020-02-11 07,11.6,7.89,12.72,8.3,183.4
2020-02-11 08,11.4,7.88,11.77,8.1,183.4
2020-02-11 09,11.3,7.86,12.59,8.4,183.5
2020-02-11 10,12.3,7.81,13.17878453,4.6,0
2020-02-11 11,11.7,7.88,12.8,8.3,183.4
2020-02-11 12,11.6,7.87,11.64,8,183.4
2020-02-11 13,11.6,7.87,12.25,8.3,183.4
2020-02-11 14,11.9,7.87,12.37,8,183.3
2020-02-11 15,11.9,7.88,12.39,8.6,183.3
2020-02-11 16,11.6,7.88,11.84,8.6,183.5
2020-02-11 17,11.5,7.87,12.47,8.6,183.6
2020-02-11 18,11.8,7.87,12.48,8.3,183.4
2020-02-11 19,11.8,7.88,12.42,8.2,183.4
2020-02-11 20,11.6,7.87,11.58,8,183.5
2020-02-11 21,11.5,7.85,12.53,8.5,183.5
2020-02-11 22,11.8,7.87,12.41,8,183.4
2020-02-11 23,11.8,7.87,12.67,8.3,183.3
2020-02-12 00,11.6,7.87,11.55,7.6,183.5
2020-02-12 01,11.5,7.86,12.49,8,183.5
2020-02-12 02,11.8,7.87,12.34,8,183.3
2020-02-12 03,11.8,7.87,12.35,8,183.3
2020-02-12 04,11.6,7.87,11.5,7.3,183.5
2020-02-12 05,11.5,7.87,12.2,8,183.5
2020-02-12 06,11.9,7.86,12.53,8.1,183.4
2020-02-12 07,11.9,7.87,12.49,7.7,183.3
2020-02-12 08,11.6,7.86,11.45,7.5,183.5
2020-02-12 09,11.7,7.85,12.13,8,183.5
2020-02-12 10,12.1,7.86,12.39,8.2,183.3
2020-02-12 11,12.2,7.87,12.1,7.8,183.2
2020-02-12 12,11.7,7.86,11.37,7.6,183.5
2020-02-12 13,12,7.86,11.96,7.7,183.4
2020-02-12 14,12.6,7.87,11.78,7.6,183.1
2020-02-12 15,12.4,7.86,11.75,7.5,183.2
2020-02-12 16,11.8,7.86,11.25,7.5,183.5
2020-02-12 17,11.9,7.85,12.21,8.1,183.3
2020-02-12 18,12.4,7.86,11.87,7.7,183.1
2020-02-12 19,12.4,7.86,11.93,8.2,183.1
2020-02-12 20,11.8,7.86,11.24,7.5,183.4
2020-02-12 21,11.8,7.85,11.99,7.6,183.4
2020-02-12 22,12.3,7.86,12.1,7.6,183.2
2020-02-12 23,12.3,7.86,11.75,7.4,183.2
2020-02-13 00,11.8,7.86,11.22,7.3,183.4
2020-02-13 01,11.8,7.84,11.74,7.5,183.5
2020-02-13 02,12.3,7.86,11.9,7.3,183.2
2020-02-13 03,12.3,7.86,11.87,7.4,183.2
2020-02-13 04,11.8,7.85,11.26,7.5,183.5
2020-02-13 05,11.8,7.84,11.93,7.6,183.5
2020-02-13 06,12.4,7.85,12.09,7.7,183.2
2020-02-13 07,12.4,7.86,12.06,8.3,183.2
2020-02-13 08,11.9,7.85,11.36,7.4,183.5
2020-02-13 09,12,7.84,11.88,7.6,183.4
2020-02-13 10,12.7,7.86,12.1,7.7,183.1
2020-02-13 11,13,7.85,11.99,8.2,182.9
2020-02-13 12,12.1,7.85,11.06,7.2,183.5
2020-02-13 13,12.3,7.83,11.61,7.5,183.3
2020-02-13 14,13,7.85,11.86,7.8,182.9
2020-02-13 15,13,7.84,11.95,7.8,183
2020-02-13 16,12,7.85,11.03,7.3,183.5
2020-02-13 17,12.2,7.84,11.85,7.7,183.4
2020-02-13 18,12.9,7.84,12,7.8,183.1
2020-02-13 19,12.9,7.85,11.73,7.5,183
2020-02-13 20,12,7.85,11.04,7.1,183.6
2020-02-13 21,12.1,7.83,11.64,7.5,183.5
2020-02-13 22,12.8,7.86,11.79,7.5,183.2
2020-02-13 23,12.8,7.85,12,7.9,183.1
2020-02-14 00,12,7.84,11,7.2,183.6
2020-02-14 01,12.1,7.83,11.9,7.8,183.5
2020-02-14 02,12.8,7.84,11.76,7.5,183.2
2020-02-14 03,12.8,7.85,12.06,7.8,183
2020-02-14 04,12,7.84,10.97,6.8,183.6
2020-02-14 05,12.1,7.84,11.58,7.2,183.5
2020-02-14 06,12.8,7.85,11.96,7.8,183.2
2020-02-14 07,12.9,7.84,11.67,7.5,183.1
2020-02-14 08,12.1,7.85,11.01,8,183.7
2020-02-14 09,12.3,7.84,11.82,8,183.5
2020-02-14 10,13.2,7.85,11.63,7.3,183
2020-02-14 11,13.4,7.85,11.48,7.7,182.8
2020-02-14 12,12.2,7.85,10.75,6.7,183.6
2020-02-14 13,12.7,7.85,11.57,7.6,183.2
2020-02-14 14,13.7,7.85,11.47,8,182.7
2020-02-14 15,13.7,7.86,11.28,7.5,182.7
2020-02-14 16,12.3,7.85,10.86,6.9,183.6
2020-02-14 17,12.6,7.85,11.74,7.7,183.3
2020-02-14 18,13.4,7.84,11.29,6.9,183
2020-02-14 19,13.4,7.84,11.27,7.1,182.9
2020-02-14 20,12.2,7.85,10.96,7.5,183.6
2020-02-14 21,12.4,7.84,11.67,7.8,183.4
2020-02-14 22,13.2,7.85,11.7,7.5,183.1
2020-02-14 23,13.2,7.85,11.39,7.2,183
2020-02-15 00,12.2,7.85,10.83,6.9,183.6
2020-02-15 01,12.4,7.84,11.58,7.2,183.5
2020-02-15 02,13.2,7.84,11.68,7.6,183
2020-02-15 03,13.2,7.84,11.4,7.2,183
2020-02-15 04,12.2,7.85,11.01,6.8,183.6
2020-02-15 05,12.4,7.83,11.53,7.8,183.5
2020-02-15 06,13.2,7.84,11.69,7.6,183
2020-02-15 07,13.3,7.85,11.44,7,183
2020-02-15 08,12.3,7.85,10.73,6.7,183.6
2020-02-15 09,12.5,7.85,11.77,7.3,183.4
2020-02-15 10,13.2,7.84,11.7,7.3,183.1
2020-02-15 11,13.1,7.83,11.67,7.3,183.1
2020-02-15 12,12.1,7.84,10.75,6.8,183.6
2020-02-15 13,12.1,7.85,11.98,7.5,183.8
2020-02-15 14,12.6,7.84,11.9,7.1,183.5
2020-02-15 15,12.5,7.83,11.75,6.9,183.5
2020-02-15 16,11.9,7.84,10.86,6.8,183.7
2020-02-15 17,11.7,7.83,12.07,7.3,183.9
2020-02-15 18,12.2,7.82,12.18,7.1,183.4
2020-02-15 19,12.1,7.85,11.98,6.8,183.4
2020-02-15 20,11.8,7.84,10.9,6.7,183.6
2020-02-15 21,11.4,7.84,12.3,7,183.8
2020-02-15 22,11.6,7.83,12.56,7.1,183.8
2020-02-15 23,11.5,7.84,12.28,6.8,183.8
2020-02-16 00,11.6,7.84,10.97,7.1,183.6
2020-02-16 01,11.2,7.83,12.27,7.3,184
2020-02-16 02,11.4,7.84,12.59,7.1,183.9
2020-02-16 03,11.4,7.84,12.39,6.8,183.9
2020-02-16 04,11.5,7.83,11.17,6.9,183.7
2020-02-16 05,11,7.84,12.34,7.2,184.1
2020-02-16 06,11.1,7.85,12.7,7.3,184
2020-02-16 07,11.1,7.85,12.75,7.4,183.9
2020-02-16 08,11.5,7.83,11.23,6.4,183.7
2020-02-16 09,11.1,7.83,12.62,8.5,184
2020-02-16 10,11.4,7.84,12.59,7.4,183.8
